Grupos,CaixaPostal,ReduzioAtraso,PFPJ,AtrasoAgosto,AtrasoOutubro,AtrasoDezembro,Variacao,Deducao
Lembrete,Caixa Postal,não,PJ,0,0,2,2,697.7807565835245
Lembrete,Caixa Postal,não,PJ,1,1,1,0,763.7872902073574
Lembrete,Caixa Postal,não,PF,1,3,5,2,614.6501704490175
Lembrete,Caixa Postal,não,PF,0,0,4,4,703.7621669792418
Lembrete,Caixa Postal,não,PF,1,6,13,7,611.1235925579039
Lembrete,Caixa Postal,não,PF,4,4,6,2,728.3329049014521
Lembrete,Caixa Postal,não,PF,1,2,10,8,446.08948145201606
Lembrete,Caixa Postal,sim,PJ,2,5,4,-1,625.016125264671
Lembrete,Caixa Postal,não,PF,1,0,1,1,681.9753488498834
Lembrete,Caixa Postal,sim,PF,1,5,0,-5,422.38029555795623
Lembrete,Caixa Postal,não,PF,2,6,10,4,726.7953394034339
Lembrete,Caixa Postal,não,PF,1,5,5,0,642.2080299923435
Lembrete,Caixa Postal,não,PF,0,0,0,0,552.4020023878522
Lembrete,Caixa Postal,não,PJ,2,4,9,5,740.8586464576856
Lembrete,Caixa Postal,sim,PF,3,2,1,-1,677.6608675707256
Lembrete,Caixa Postal,não,PJ,0,1,3,2,717.9083146711049
Lembrete,Caixa Postal,sim,PF,2,5,4,-1,650.4988983118265
Lembrete,Caixa Postal,não,PJ,2,0,1,1,683.4754744649033
Lembrete,Caixa Postal,não,PF,1,3,6,3,768.667181980557
Lembrete,Caixa Postal,não,PF,2,4,6,2,629.4490566661235
Lembrete,Caixa Postal,sim,PF,2,9,7,-2,469.152281066239
Lembrete,Caixa Postal,sim,PF,4,5,3,-2,669.7731183814344
Lembrete,Caixa Postal,não,PF,0,1,1,0,800.3400838313321
Lembrete,Caixa Postal,sim,PF,2,7,2,-5,580.4334585974146
Lembrete,Caixa Postal,sim,PF,5,7,5,-2,440.49419298260364
Lembrete,Caixa Postal,não,PF,4,4,7,3,626.59493808745
Lembrete,Caixa Postal,não,PJ,6,8,14,6,606.5957818557833
Lembrete,Caixa Postal,sim,PF,2,7,6,-1,630.6089339167033
Lembrete,Caixa Postal,não,PJ,2,2,7,5,509.69256011615727
Lembrete,Caixa Postal,não,PF,3,5,5,0,582.3517906531786
Lembrete,Caixa Postal,não,PJ,2,5,8,3,680.8859614466905
Lembrete,Caixa Postal,não,PJ,2,3,5,2,661.0185476398835
Lembrete,Caixa Postal,não,PF,4,6,9,3,513.2201853981649
Lembrete,Caixa Postal,não,PJ,1,3,7,4,637.8822481266676
Lembrete,Caixa Postal,não,PF,1,5,6,1,580.2350658859311
Lembrete,Caixa Postal,não,PJ,0,2,4,2,521.2463403843661
Lembrete,Caixa Postal,não,PJ,1,3,4,1,645.5932341751876
Lembrete,Caixa Postal,não,PF,0,1,3,2,756.4488458524809
Lembrete,Caixa Postal,não,PJ,0,5,7,2,679.9000841104776
Lembrete,Caixa Postal,não,PF,2,3,4,1,504.85287164824206
Lembrete,Caixa Postal,sim,PF,3,7,5,-2,628.5464066674085
Lembrete,Sem resposta,não,PF,0,0,0,0,625.4915139380819
Norma Social,Caixa Postal,não,PF,2,2,4,2,572.7399755793133
Norma Social,Caixa Postal,não,PJ,2,0,2,2,630.9772937306689
Norma Social,Caixa Postal,não,PF,0,0,1,1,625.6814178572479
Norma Social,Caixa Postal,não,PF,4,6,8,2,661.8302195642613
Norma Social,Caixa Postal,não,PJ,1,0,1,1,687.5168711218912
Norma Social,Caixa Postal,não,PF,1,0,0,0,681.4481166001708
Norma Social,Caixa Postal,não,PF,3,6,8,2,903.3929019945618
Norma Social,Caixa Postal,não,PF,3,6,9,3,515.471488567084
Norma Social,Caixa Postal,não,PF,4,1,3,2,631.0269113839715
Norma Social,Caixa Postal,não,PJ,0,6,7,1,611.301489455662
Norma Social,Caixa Postal,não,PJ,2,5,7,2,705.3228210462049
Norma Social,Caixa Postal,não,PF,1,1,4,3,823.6542627770928
Norma Social,Caixa Postal,não,PF,1,3,4,1,689.7587033197086
Norma Social,Caixa Postal,não,PJ,0,2,4,2,722.1768662239632
Norma Social,Caixa Postal,não,PF,4,8,10,2,594.668007422454
Norma Social,Caixa Postal,não,PF,2,4,6,2,618.4609993207731
Norma Social,Caixa Postal,não,PF,0,0,0,0,574.489740950442
Norma Social,Caixa Postal,não,PF,1,0,0,0,619.8823004350122
Norma Social,Caixa Postal,não,PJ,2,4,6,2,603.4617304694018
Norma Social,Caixa Postal,não,PJ,3,2,4,2,533.0869903889217
Norma Social,Caixa Postal,não,PF,3,6,8,2,928.0788133778768
Norma Social,Caixa Postal,não,PF,1,0,2,2,512.9018450603658
Norma Social,Caixa Postal,não,PJ,3,6,9,3,511.4579224546819
Norma Social,Caixa Postal,não,PF,3,10,12,2,418.97029560388484
Norma Social,Caixa Postal,não,PF,1,6,8,2,770.7190910435654
Norma Social,Caixa Postal,não,PJ,2,5,7,2,554.0692241280418
Norma Social,Caixa Postal,não,PF,1,5,7,2,714.8997656260236
Norma Social,Caixa Postal,não,PJ,5,6,8,2,592.2391885265462
Norma Social,Caixa Postal,não,PF,1,1,2,1,600.9434622543496
Norma Social,Caixa Postal,não,PF,2,3,6,3,643.6974921553049
Norma Social,Caixa Postal,não,PF,3,3,6,3,535.8090580650332
Norma Social,Caixa Postal,não,PF,1,8,10,2,483.3132662880494
Norma Social,Caixa Postal,não,PJ,3,5,6,1,615.4460144900478
Norma Social,Caixa Postal,não,PJ,2,4,6,2,770.8592615252606
Norma Social,Caixa Postal,não,PF,2,3,4,1,813.8310361816909
Norma Social,Caixa Postal,não,PF,2,4,6,2,770.3718805086495
Norma Social,Caixa Postal,não,PF,3,6,9,3,547.0084302961848
Norma Social,Caixa Postal,não,PJ,1,2,4,2,601.9177366538
Norma Social,Caixa Postal,não,PJ,3,5,7,2,656.7557996996173
Norma Social,Caixa Postal,não,PF,2,2,4,2,408.5811148389287
Norma Social,Caixa Postal,não,PF,2,10,12,2,743.1795252833027
Norma Social,Caixa Postal,não,PF,0,0,1,1,664.976936782692
Norma Social,Caixa Postal,não,PF,4,4,6,2,523.3367720496418
Norma Social,Caixa Postal,não,PJ,2,3,5,2,706.372381992766
Norma Social,Caixa Postal,não,PF,2,2,4,2,737.7031426437113
Norma Social,Caixa Postal,não,PF,0,0,0,0,504.9187299386104
Norma Social,Caixa Postal,não,PF,2,0,0,0,803.6911839325838
Norma Social,Caixa Postal,não,PJ,2,6,8,2,538.9682879685016
Norma Social,Caixa Postal,não,PJ,3,3,4,1,759.674803070481
Norma Social,Caixa Postal,não,PJ,1,0,1,1,739.689653675066
Norma Social,Caixa Postal,não,PJ,1,5,7,2,557.1071979285978
Norma Social,Caixa Postal,não,PF,2,9,11,2,872.3980950342332
Norma Social,Caixa Postal,não,PJ,1,4,7,3,526.7723154409376
Norma Social,Caixa Postal,não,PF,2,0,0,0,787.7250997324844
Norma Social,Caixa Postal,não,PJ,1,2,5,3,545.3885483990655
Norma Social,Caixa Postal,não,PF,3,4,6,2,492.1000569297073
Norma Social,Caixa Postal,não,PJ,1,4,6,2,527.2171249611085
Norma Social,Caixa Postal,não,PJ,2,3,5,2,736.6279610900243
Norma Social,Caixa Postal,não,PJ,5,5,6,1,636.6699621127198
Norma Social,Caixa Postal,não,PJ,2,3,5,2,660.2924039538985
Norma Social,Caixa Postal,não,PF,3,12,14,2,751.2413002045707
Norma Social,Caixa Postal,não,PJ,0,1,2,1,616.567847245949
Norma Social,Caixa Postal,não,PJ,1,0,0,0,609.1853177272816
Norma Social,Caixa Postal,não,PF,1,2,4,2,708.1731378618312
Norma Social,Caixa Postal,não,PF,3,5,7,2,622.5920299349855
Norma Social,Caixa Postal,não,PJ,1,0,2,2,610.6866213340061
Norma Social,Caixa Postal,não,PJ,1,2,5,3,787.1344010039534
Norma Social,Caixa Postal,não,PF,1,7,8,1,751.0427114894529
Norma Social,Caixa Postal,não,PF,2,4,6,2,524.7570954749516
Norma Social,Caixa Postal,não,PJ,1,4,6,2,426.93632786066394
Norma Social,Caixa Postal,não,PF,2,3,5,2,779.891748461535
Norma Social,Caixa Postal,não,PF,6,10,12,2,687.3571310038334
Norma Social,Caixa Postal,não,PJ,1,0,2,2,472.84400810178636
Norma Social,Caixa Postal,não,PF,2,5,8,3,603.044556298604
Norma Social,Caixa Postal,não,PJ,0,0,0,0,711.6731246895916
Norma Social,Caixa Postal,não,PJ,2,3,5,2,578.1934905437913
Norma Social,Caixa Postal,não,PF,2,0,0,0,761.4670914499789
Norma Social,Caixa Postal,não,PF,6,8,9,1,710.9550884270463
Norma Social,Caixa Postal,não,PJ,0,4,7,3,719.396327717008
Norma Social,Caixa Postal,não,PF,3,0,0,0,724.8649435889769
Norma Social,Caixa Postal,não,PF,0,4,6,2,543.1257763686868
Norma Social,Caixa Postal,não,PF,1,0,0,0,646.6026530663975
Norma Social,Caixa Postal,não,PJ,1,2,5,3,539.9263648853688
Norma Social,Caixa Postal,não,PF,4,7,9,2,762.0064806592948
Norma Social,Caixa Postal,não,PF,5,4,5,1,486.789735271021
Norma Social,Caixa Postal,não,PF,3,2,4,2,759.5902170286267
Norma Social,Caixa Postal,não,PJ,1,0,1,1,563.0030627708259
Norma Social,Caixa Postal,não,PJ,1,3,6,3,675.131972989241
Norma Social,Caixa Postal,não,PJ,2,1,3,2,541.7549319027132
Norma Social,Caixa Postal,não,PJ,3,7,10,3,578.5150423337019
Norma Social,Caixa Postal,não,PJ,2,8,10,2,765.2792256762636
Norma Social,Caixa Postal,não,PF,3,10,13,3,720.0243730001199
Norma Social,Caixa Postal,não,PJ,1,2,4,2,731.4954539838158
Norma Social,Caixa Postal,não,PF,3,3,5,2,657.1972882385385
Norma Social,Caixa Postal,não,PF,3,1,3,2,619.1214031323467
Norma Social,Caixa Postal,não,PJ,1,0,0,0,636.5620609210282
Norma Social,Caixa Postal,não,PF,2,0,2,2,730.38226560715
Norma Social,Caixa Postal,não,PJ,1,0,0,0,743.4017082658116
Norma Social,Caixa Postal,não,PF,1,2,4,2,590.360464575048
Norma Social,Caixa Postal,não,PF,5,7,9,2,796.4912914443411
Norma Social,Sem resposta,não,PF,0,0,0,0,559.331920867187
Norma Social,Sem resposta,não,PF,0,0,0,0,585.8329563404045
Norma Social,Sem resposta,não,PF,0,0,0,0,619.7236452304384
Norma Social,Sem resposta,não,PF,0,0,0,0,703.7559566129456
Norma Social,Sem resposta,não,PF,0,0,0,0,623.685113021902
Norma Social,Sem resposta,não,PF,0,0,0,0,564.8091182473978
Norma Social,Sem resposta,não,PF,0,0,0,0,653.7827673529084
Norma Social,Sem resposta,não,PF,0,0,0,0,577.7319398115675
Norma Social,Sem resposta,não,PF,0,0,0,0,663.3372783463242
Simplificada,Caixa Postal,não,PJ,2,4,6,2,795.8051301336989
Simplificada,Caixa Postal,não,PJ,3,5,6,1,634.7802988844116
Simplificada,Caixa Postal,não,PF,3,6,7,1,654.1999487748351
Simplificada,Caixa Postal,não,PF,3,3,4,1,480.2600245155036
Simplificada,Caixa Postal,não,PF,4,9,11,2,463.85372399184985
Simplificada,Caixa Postal,não,PF,0,5,6,1,649.4242827813854
Simplificada,Caixa Postal,não,PF,3,3,4,1,696.7330775588007
Simplificada,Caixa Postal,não,PF,2,2,3,1,669.3781287122472
Simplificada,Caixa Postal,não,PF,1,2,3,1,785.5692454641913
Simplificada,Caixa Postal,não,PF,3,4,5,1,654.5631833224855
Simplificada,Caixa Postal,não,PF,2,5,5,0,576.2981297916377
Simplificada,Caixa Postal,não,PF,2,9,10,1,707.6030737935345
Simplificada,Caixa Postal,não,PF,3,5,6,1,583.4401128724475
Simplificada,Caixa Postal,não,PF,3,5,6,1,676.5991888379085
Simplificada,Caixa Postal,não,PJ,0,0,2,2,722.7438758456273
Simplificada,Caixa Postal,não,PJ,0,0,0,0,528.4292433229324
Simplificada,Caixa Postal,não,PF,0,3,4,1,612.4739005235292
Simplificada,Caixa Postal,não,PJ,2,3,4,1,794.9001347878893
Simplificada,Caixa Postal,não,PF,1,3,3,0,648.0387574284267
Simplificada,Caixa Postal,não,PF,1,5,6,1,769.3913666098932
Simplificada,Caixa Postal,não,PF,2,5,7,2,706.1663215433632
Simplificada,Caixa Postal,não,PF,3,5,6,1,614.1035130186951
Simplificada,Caixa Postal,não,PF,4,13,14,1,633.7693888469929
Simplificada,Caixa Postal,não,PJ,3,4,6,2,676.7293715331936
Simplificada,Caixa Postal,não,PF,2,5,5,0,776.3473593063704
Simplificada,Caixa Postal,não,PJ,3,5,6,1,679.9708009740663
Simplificada,Caixa Postal,não,PJ,3,4,5,1,630.5969126198802
Simplificada,Caixa Postal,não,PJ,3,6,7,1,642.6717820727384
Simplificada,Caixa Postal,não,PF,3,7,8,1,755.082777988659
Simplificada,Caixa Postal,não,PJ,2,4,6,2,536.519096882048
Simplificada,Caixa Postal,não,PF,1,3,5,2,545.9202276754061
Simplificada,Caixa Postal,não,PJ,4,5,7,2,401.3861076284114
Simplificada,Caixa Postal,não,PF,4,5,6,1,730.0409170740104
Simplificada,Caixa Postal,não,PF,4,4,5,1,734.5788368968614
Simplificada,Caixa Postal,não,PJ,1,4,5,1,738.3426446384132
Simplificada,Caixa Postal,não,PJ,3,4,6,2,787.7552083141577
Simplificada,Caixa Postal,não,PJ,4,4,6,2,519.4378460515087
Simplificada,Caixa Postal,não,PF,0,1,1,0,760.2647709105013
Simplificada,Caixa Postal,não,PJ,3,5,7,2,563.4161408629149
Simplificada,Caixa Postal,não,PF,3,7,8,1,593.7304746043131
Simplificada,Caixa Postal,não,PJ,4,6,7,1,738.8430496188458
Simplificada,Caixa Postal,não,PF,4,5,6,1,533.6224757932214
Simplificada,Caixa Postal,não,PF,3,8,10,2,726.5895249957969
Simplificada,Caixa Postal,não,PF,3,5,6,1,637.548519201915
Simplificada,Caixa Postal,não,PJ,0,4,5,1,624.6711072939696
Simplificada,Caixa Postal,não,PF,4,6,7,1,448.9905849381895
Simplificada,Caixa Postal,não,PJ,1,3,4,1,681.4430748114581
Simplificada,Caixa Postal,não,PF,2,6,8,2,465.0148195241635
Simplificada,Caixa Postal,não,PF,1,3,4,1,495.8196501676259
Simplificada,Caixa Postal,não,PF,0,2,3,1,832.7970292951272
Simplificada,Caixa Postal,não,PJ,1,2,3,1,768.0542391576528
Simplificada,Caixa Postal,não,PJ,3,4,5,1,752.8047039629498
Simplificada,Caixa Postal,não,PF,2,3,3,0,689.7710235546505
Simplificada,Caixa Postal,não,PJ,0,2,3,1,594.870995259499
Simplificada,Caixa Postal,não,PJ,6,6,7,1,654.835094029299
Simplificada,Caixa Postal,não,PF,0,2,3,1,529.6725034067034
Simplificada,Caixa Postal,não,PJ,0,5,6,1,572.26193545905
Simplificada,Caixa Postal,não,PJ,1,3,3,0,503.77903802889404
Simplificada,Caixa Postal,não,PF,0,1,2,1,650.8023330678304
Simplificada,Caixa Postal,não,PF,0,2,3,1,643.2300943574692
Simplificada,Caixa Postal,não,PF,3,3,3,0,670.7897832027897
Simplificada,Caixa Postal,não,PF,4,5,6,1,648.0494423510095
Simplificada,Caixa Postal,não,PF,1,4,5,1,666.633055822141
Simplificada,Caixa Postal,não,PF,2,2,2,0,701.5299390790259
Simplificada,Caixa Postal,não,PF,3,4,5,1,380.58791415854625
Simplificada,Caixa Postal,não,PF,2,6,7,1,676.3351092662809
Simplificada,Caixa Postal,não,PF,0,3,3,0,564.2251998029164
Simplificada,Caixa Postal,não,PF,1,3,4,1,641.5097606663752
Simplificada,Caixa Postal,não,PJ,0,3,5,2,501.38456873013666
Simplificada,Caixa Postal,não,PJ,1,4,4,0,802.8815068935886
Simplificada,Caixa Postal,não,PF,3,5,6,1,526.9804894982074
Simplificada,Caixa Postal,não,PJ,3,8,9,1,590.0652318437081
Simplificada,Caixa Postal,não,PF,0,1,1,0,790.0991097473304
Simplificada,Caixa Postal,não,PF,1,1,2,1,607.106979349428
Simplificada,Caixa Postal,não,PJ,1,2,3,1,677.9042320721665
Simplificada,Caixa Postal,não,PF,4,5,6,1,584.7709573259614
Simplificada,Caixa Postal,não,PF,2,3,5,2,717.0364813862856
Simplificada,Caixa Postal,não,PJ,2,2,2,0,587.1494696514636
Simplificada,Caixa Postal,não,PJ,2,3,3,0,774.9649942570519
Simplificada,Caixa Postal,não,PF,0,3,4,1,546.2811578047028
Simplificada,Caixa Postal,não,PF,1,3,4,1,688.8608471102233
Simplificada,Caixa Postal,não,PF,2,4,4,0,570.9689651386865
Simplificada,Caixa Postal,não,PF,1,3,4,1,557.0454801948288
Simplificada,Caixa Postal,não,PF,2,5,7,2,634.4576420478389
Simplificada,Caixa Postal,não,PF,2,9,11,2,688.5166220947557
Simplificada,Caixa Postal,não,PJ,4,8,9,1,760.8700256650753
Simplificada,Caixa Postal,não,PJ,2,6,7,1,675.4213675892059
Simplificada,Caixa Postal,não,PJ,3,3,4,1,591.9322825019617
Simplificada,Caixa Postal,não,PJ,0,3,4,1,708.670676841695
Simplificada,Caixa Postal,não,PJ,2,6,8,2,781.1087157392277
Simplificada,Caixa Postal,não,PF,2,3,5,2,739.6803836548792
Simplificada,Caixa Postal,não,PJ,1,2,4,2,686.7719305750663
Simplificada,Caixa Postal,não,PF,2,4,5,1,529.0703568139648
Simplificada,Caixa Postal,não,PF,3,8,9,1,770.7877171883199
Simplificada,Caixa Postal,não,PF,3,3,4,1,629.7635225113575
Simplificada,Caixa Postal,não,PJ,0,4,5,1,574.5559523759989
Simplificada,Caixa Postal,não,PF,3,8,9,1,555.0308689634624
Simplificada,Caixa Postal,não,PF,3,4,4,0,518.5691643713284
Simplificada,Caixa Postal,não,PF,2,2,4,2,663.5474934568156
Simplificada,Caixa Postal,não,PJ,1,7,8,1,572.81339213845
Simplificada,Caixa Postal,não,PF,1,3,4,1,583.7485490148745
Simplificada,Caixa Postal,não,PJ,1,4,6,2,488.9451728966735
Simplificada,Caixa Postal,não,PJ,2,5,5,0,598.147092650423
Simplificada,Caixa Postal,não,PF,2,3,3,0,496.3427073005653
Simplificada,Sem resposta,não,PF,0,0,0,0,742.62246935865
