Grupos,CaixaPostal,ReduzioAtraso,PFPJ,AtrasoAgosto,AtrasoOutubro,AtrasoDezembro,Variacao,Deducao
Lembrete,Caixa Postal,não,PF,0,0,3,3,532.0310128788282
Lembrete,Caixa Postal,não,PF,2,6,7,1,637.0378866967126
Lembrete,Caixa Postal,não,PF,1,3,3,0,628.7700979805285
Lembrete,Caixa Postal,não,PF,1,4,6,2,750.1600353677231
Lembrete,Caixa Postal,sim,PJ,4,5,1,-4,689.676515075496
Lembrete,Caixa Postal,não,PF,0,1,3,2,641.36634462811935
Lembrete,Caixa Postal,sim,PF,1,1,0,-1,548.0814032187782
Lembrete,Caixa Postal,não,PF,1,3,3,0,611.452005695566
Lembrete,Caixa Postal,sim,PF,0,3,0,-3,522.553023512874
Lembrete,Caixa Postal,não,PF,1,0,8,8,613.0836879368189
Lembrete,Caixa Postal,não,PF,2,4,4,0,762.2967940499157
Lembrete,Caixa Postal,não,PF,1,0,0,0,544.7756110764213
Lembrete,Caixa Postal,não,PJ,3,3,6,3,663.4421213670055
Lembrete,Caixa Postal,não,PF,0,3,7,4,724.2969229834966
Lembrete,Caixa Postal,sim,PF,3,3,0,-3,711.9123589322285
Lembrete,Caixa Postal,sim,PF,5,6,4,-2,542.1203142390777
Lembrete,Caixa Postal,sim,PJ,1,3,1,-2,633.9980147623818
Lembrete,Caixa Postal,sim,PF,3,2,0,-2,595.2884160138595
Lembrete,Caixa Postal,não,PF,1,5,8,3,568.0506468353985
Lembrete,Caixa Postal,não,PJ,4,0,3,3,843.7520780073351
Lembrete,Caixa Postal,não,PJ,2,1,3,2,610.2005965243402
Lembrete,Caixa Postal,sim,PF,2,4,2,-2,595.5360117571872
Lembrete,Caixa Postal,não,PF,0,0,4,4,701.8015997735301
Lembrete,Caixa Postal,sim,PJ,3,4,0,-4,575.7772303207544
Lembrete,Caixa Postal,não,PJ,0,0,1,1,655.7887784181218
Lembrete,Caixa Postal,sim,PF,3,5,4,-1,649.7292116834458
Lembrete,Caixa Postal,não,PJ,4,8,10,2,418.832931580215
Lembrete,Caixa Postal,não,PF,1,1,2,1,644.1375631272596
Lembrete,Caixa Postal,não,PF,3,6,6,0,582.9049456819821
Lembrete,Caixa Postal,não,PF,2,1,3,2,733.1796017903189
Lembrete,Caixa Postal,não,PF,5,5,10,5,777.3891798740176
Lembrete,Caixa Postal,não,PJ,1,0,0,0,489.97841167714523
Lembrete,Caixa Postal,não,PJ,2,2,2,0,561.8197306579578
Lembrete,Caixa Postal,sim,PF,0,3,0,-3,567.7764216374214
Lembrete,Caixa Postal,não,PF,2,4,5,1,564.2975524086802
Lembrete,Caixa Postal,não,PF,0,2,2,0,580.9620540000735
Lembrete,Caixa Postal,não,PF,1,2,6,4,549.951720215952
Lembrete,Caixa Postal,não,PF,4,7,11,4,614.0787667076856
Lembrete,Caixa Postal,não,PJ,1,6,10,4,655.6481068062783
Lembrete,Caixa Postal,não,PF,1,0,0,0,861.3085096436205
Lembrete,Sem resposta,não,PF,0,0,0,0,747.4351488882102
Norma Social,Caixa Postal,não,PF,1,2,5,3,593.1315362094014
Norma Social,Caixa Postal,não,PF,1,2,4,2,438.2344555317736
Norma Social,Caixa Postal,não,PJ,2,0,2,2,624.7527610026808
Norma Social,Caixa Postal,não,PF,1,2,4,2,662.6228984825466
Norma Social,Caixa Postal,não,PF,1,3,5,2,871.1079402034752
Norma Social,Caixa Postal,não,PF,5,8,10,2,868.1244428318389
Norma Social,Caixa Postal,não,PF,2,2,3,1,458.3038533591618
Norma Social,Caixa Postal,não,PF,2,6,8,2,697.7733918307493
Norma Social,Caixa Postal,não,PF,3,1,3,2,645.117898761819
Norma Social,Caixa Postal,não,PF,2,0,0,0,879.5160679669852
Norma Social,Caixa Postal,não,PF,3,0,2,2,681.7907914039558
Norma Social,Caixa Postal,não,PJ,2,4,6,2,628.101922592893
Norma Social,Caixa Postal,não,PJ,3,7,9,2,600.1603846900401
Norma Social,Caixa Postal,não,PF,2,4,7,3,734.0457534154773
Norma Social,Caixa Postal,não,PJ,0,4,6,2,576.4070456454593
Norma Social,Caixa Postal,não,PJ,1,3,5,2,799.7112698013606
Norma Social,Caixa Postal,não,PJ,1,0,3,3,683.8159381527618
Norma Social,Caixa Postal,não,PJ,2,4,7,3,452.2677927066671
Norma Social,Caixa Postal,não,PJ,4,3,5,2,713.7664050360366
Norma Social,Caixa Postal,não,PF,0,0,0,0,699.4561087273872
Norma Social,Caixa Postal,não,PJ,0,0,2,2,724.1348118070644
Norma Social,Caixa Postal,não,PJ,2,1,3,2,758.6145339711229
Norma Social,Caixa Postal,não,PF,3,1,2,1,674.4513673063208
Norma Social,Caixa Postal,não,PJ,2,1,3,2,754.2592553874205
Norma Social,Caixa Postal,não,PJ,1,2,4,2,592.5535874213655
Norma Social,Caixa Postal,não,PJ,5,9,10,1,506.41332644704244
Norma Social,Caixa Postal,não,PF,0,2,4,2,588.1069722774802
Norma Social,Caixa Postal,não,PF,2,5,8,3,613.9496524363735
Norma Social,Caixa Postal,não,PJ,1,6,8,2,595.8137439580502
Norma Social,Caixa Postal,não,PF,3,0,0,0,674.2209907441201
Norma Social,Caixa Postal,não,PF,2,0,1,1,658.5933723669157
Norma Social,Caixa Postal,não,PF,5,9,10,1,764.172640376438
Norma Social,Caixa Postal,não,PJ,4,0,2,2,690.5727741456695
Norma Social,Caixa Postal,não,PF,0,0,1,1,692.32805710754
Norma Social,Caixa Postal,não,PF,2,6,7,1,553.076412083115
Norma Social,Caixa Postal,não,PJ,5,8,10,2,728.3956950330927
Norma Social,Caixa Postal,não,PF,2,0,1,1,314.5896055719985
Norma Social,Caixa Postal,não,PJ,3,6,8,2,824.5785728423687
Norma Social,Caixa Postal,não,PJ,6,5,8,3,774.813031043018
Norma Social,Caixa Postal,não,PF,1,1,3,2,554.781872353471
Norma Social,Caixa Postal,não,PF,1,0,0,0,661.3282201041258
Norma Social,Caixa Postal,não,PJ,3,6,9,3,786.4716417698207
Norma Social,Caixa Postal,não,PJ,1,1,3,2,560.3811720628574
Norma Social,Caixa Postal,não,PF,2,1,2,1,659.627396636229
Norma Social,Caixa Postal,não,PJ,1,2,4,2,671.0182979966602
Norma Social,Caixa Postal,não,PJ,1,2,4,2,669.7747050823649
Norma Social,Caixa Postal,não,PF,1,1,3,2,621.4302147471174
Norma Social,Caixa Postal,não,PJ,2,8,9,1,703.3197177594307
Norma Social,Caixa Postal,não,PF,7,8,10,2,597.2232972869006
Norma Social,Caixa Postal,não,PF,1,4,6,2,530.5533364570257
Norma Social,Caixa Postal,não,PF,2,5,7,2,745.1435312393232
Norma Social,Caixa Postal,não,PF,2,6,8,2,606.4265510128004
Norma Social,Caixa Postal,não,PF,2,0,1,1,588.4935539023808
Norma Social,Caixa Postal,não,PJ,4,2,4,2,740.2238442914419
Norma Social,Caixa Postal,não,PF,0,0,0,0,580.0449289960679
Norma Social,Caixa Postal,não,PF,2,5,7,2,600.0800726332733
Norma Social,Caixa Postal,não,PF,1,0,2,2,764.2461306679222
Norma Social,Caixa Postal,não,PF,1,1,3,2,582.0365972109503
Norma Social,Caixa Postal,não,PJ,3,1,2,1,648.7442054941627
Norma Social,Caixa Postal,não,PJ,5,4,6,2,625.0519244494911
Norma Social,Caixa Postal,não,PJ,4,4,5,1,585.8903424927076
Norma Social,Caixa Postal,não,PJ,0,3,5,2,565.5167234451778
Norma Social,Caixa Postal,não,PF,3,1,4,3,745.4019904891643
Norma Social,Caixa Postal,não,PF,3,0,2,2,596.2531717533415
Norma Social,Caixa Postal,não,PJ,2,0,0,0,639.5686636828857
Norma Social,Caixa Postal,não,PJ,2,2,5,3,582.7313032492574
Norma Social,Caixa Postal,não,PJ,4,1,3,2,682.6827083725682
Norma Social,Caixa Postal,não,PF,1,1,4,3,723.5325509762125
Norma Social,Caixa Postal,não,PF,3,4,6,2,620.5844840783313
Norma Social,Caixa Postal,não,PJ,3,10,11,1,549.7221750339207
Norma Social,Caixa Postal,não,PF,3,9,12,3,607.8514466248366
Norma Social,Caixa Postal,não,PF,3,1,3,2,597.4117054149758
Norma Social,Caixa Postal,não,PJ,2,7,9,2,607.9710689923756
Norma Social,Caixa Postal,não,PJ,3,3,5,2,621.0195746485633
Norma Social,Caixa Postal,não,PJ,3,0,1,1,686.5276730081829
Norma Social,Caixa Postal,não,PJ,1,6,8,2,670.4942469390544
Norma Social,Caixa Postal,não,PJ,2,6,8,2,666.0708867691991
Norma Social,Caixa Postal,não,PF,2,3,5,2,661.8238842075968
Norma Social,Caixa Postal,não,PJ,2,3,5,2,510.66602527144363
Norma Social,Caixa Postal,não,PF,2,0,3,3,666.9805146235415
Norma Social,Caixa Postal,não,PJ,0,1,3,2,662.7197464332479
Norma Social,Caixa Postal,não,PJ,3,6,9,3,692.2258625097952
Norma Social,Caixa Postal,não,PJ,2,0,0,0,687.1758482883043
Norma Social,Caixa Postal,não,PF,0,0,1,1,618.4737871057354
Norma Social,Caixa Postal,não,PF,2,3,6,3,744.5817139304704
Norma Social,Caixa Postal,não,PF,1,11,13,2,875.0890392597187
Norma Social,Caixa Postal,não,PJ,3,6,8,2,826.3529715086631
Norma Social,Caixa Postal,não,PJ,2,0,2,2,807.8293592563261
Norma Social,Caixa Postal,não,PJ,3,5,7,2,745.2048150682219
Norma Social,Caixa Postal,não,PF,3,7,8,1,577.8222392557897
Norma Social,Caixa Postal,não,PJ,1,1,3,2,657.605554525519
Norma Social,Caixa Postal,não,PJ,0,0,2,2,619.7061957491094
Norma Social,Caixa Postal,não,PF,1,0,2,2,899.6191744480392
Norma Social,Caixa Postal,não,PJ,4,5,7,2,630.0595137733798
Norma Social,Caixa Postal,não,PF,3,0,2,2,503.94677008974855
Norma Social,Caixa Postal,não,PJ,3,6,8,2,469.00031086560125
Norma Social,Caixa Postal,não,PJ,3,8,9,1,692.4131087132354
Norma Social,Caixa Postal,não,PF,2,2,4,2,902.1046053335199
Norma Social,Caixa Postal,não,PJ,1,3,5,2,588.601956159402
Norma Social,Caixa Postal,não,PF,0,0,1,1,598.4776023351437
Norma Social,Sem resposta,não,PF,0,0,0,0,620.7391980916564
Norma Social,Sem resposta,não,PF,0,0,0,0,672.1129775826785
Norma Social,Sem resposta,não,PF,0,0,0,0,629.7451029703357
Norma Social,Sem resposta,não,PF,0,0,0,0,625.0388411415686
Norma Social,Sem resposta,não,PF,0,0,0,0,685.7953768879463
Norma Social,Sem resposta,não,PF,0,0,0,0,760.5224771932845
Norma Social,Sem resposta,não,PF,0,0,0,0,635.8580299183355
Norma Social,Sem resposta,não,PF,0,0,0,0,601.7917487548252
Norma Social,Sem resposta,não,PF,0,0,0,0,774.6001292098399
Simplificada,Caixa Postal,não,PF,3,6,8,2,737.0185072116299
Simplificada,Caixa Postal,não,PF,1,1,1,0,561.4759710100682
Simplificada,Caixa Postal,não,PJ,3,8,9,1,746.6022679297345
Simplificada,Caixa Postal,não,PF,2,2,3,1,567.9324743493198
Simplificada,Caixa Postal,não,PF,3,7,8,1,384.3160514166883
Simplificada,Caixa Postal,não,PF,2,5,6,1,695.7546456032384
Simplificada,Caixa Postal,não,PJ,2,4,5,1,551.5259120724405
Simplificada,Caixa Postal,não,PF,2,4,5,1,536.5255623910206
Simplificada,Caixa Postal,não,PF,1,2,3,1,674.823674331907
Simplificada,Caixa Postal,não,PF,3,8,9,1,534.9378046316394
Simplificada,Caixa Postal,não,PJ,2,5,6,1,741.2998929259419
Simplificada,Caixa Postal,não,PJ,3,4,5,1,702.9695721833368
Simplificada,Caixa Postal,não,PJ,4,4,4,0,546.0990448171581
Simplificada,Caixa Postal,não,PF,1,3,4,1,634.9301377302219
Simplificada,Caixa Postal,não,PF,1,4,5,1,689.1028026286444
Simplificada,Caixa Postal,não,PF,2,3,4,1,515.0658872834035
Simplificada,Caixa Postal,não,PF,0,0,1,1,662.4815761956621
Simplificada,Caixa Postal,não,PJ,3,4,4,0,534.959318672451
Simplificada,Caixa Postal,não,PJ,3,7,8,1,517.5168825699443
Simplificada,Caixa Postal,não,PJ,3,3,4,1,604.7279445895194
Simplificada,Caixa Postal,não,PF,3,4,5,1,642.9060174184984
Simplificada,Caixa Postal,não,PJ,1,3,4,1,705.2557765138571
Simplificada,Caixa Postal,não,PJ,2,4,5,1,635.4475835141371
Simplificada,Caixa Postal,não,PF,3,4,5,1,713.4954555729569
Simplificada,Caixa Postal,não,PF,1,2,4,2,648.0653643465067
Simplificada,Caixa Postal,não,PF,4,4,5,1,606.929374955736
Simplificada,Caixa Postal,não,PF,2,3,4,1,614.5050287986098
Simplificada,Caixa Postal,não,PJ,1,5,6,1,635.1276689940187
Simplificada,Caixa Postal,não,PJ,3,4,4,0,638.1383202168499
Simplificada,Caixa Postal,não,PJ,4,5,6,1,608.6978710665308
Simplificada,Caixa Postal,não,PJ,1,2,3,1,726.3815078497279
Simplificada,Caixa Postal,não,PF,0,1,2,1,681.5283927709756
Simplificada,Caixa Postal,não,PJ,1,3,3,0,698.2842395950311
Simplificada,Caixa Postal,não,PJ,4,5,6,1,480.369767645922
Simplificada,Caixa Postal,não,PJ,3,3,6,3,606.7937708308804
Simplificada,Caixa Postal,não,PJ,5,7,8,1,683.9774248260724
Simplificada,Caixa Postal,não,PF,4,6,7,1,667.3539245826933
Simplificada,Caixa Postal,não,PF,2,4,5,1,586.5112763615017
Simplificada,Caixa Postal,não,PF,3,5,6,1,751.5693157343405
Simplificada,Caixa Postal,não,PJ,4,4,5,1,565.5813619529557
Simplificada,Caixa Postal,não,PF,2,5,5,0,563.4665184723723
Simplificada,Caixa Postal,não,PJ,1,5,5,0,578.5411204606086
Simplificada,Caixa Postal,não,PF,1,6,6,0,642.2936568321014
Simplificada,Caixa Postal,não,PF,2,4,4,0,826.0471189493347
Simplificada,Caixa Postal,não,PJ,5,5,7,2,690.0067890592294
Simplificada,Caixa Postal,não,PF,1,4,5,1,720.3464387152467
Simplificada,Caixa Postal,não,PJ,3,3,5,2,608.6261131326606
Simplificada,Caixa Postal,não,PJ,1,2,3,1,580.843265379566
Simplificada,Caixa Postal,não,PF,2,3,4,1,722.677391186496
Simplificada,Caixa Postal,não,PF,3,8,9,1,590.3414847777411
Simplificada,Caixa Postal,não,PJ,0,1,2,1,567.8175098961385
Simplificada,Caixa Postal,não,PJ,4,7,8,1,605.8193707991976
Simplificada,Caixa Postal,não,PF,3,5,6,1,660.2260024502793
Simplificada,Caixa Postal,não,PF,2,3,4,1,610.7177951936396
Simplificada,Caixa Postal,não,PF,4,9,9,0,574.1894466634968
Simplificada,Caixa Postal,não,PJ,4,8,9,1,748.9151828844865
Simplificada,Caixa Postal,não,PF,1,2,3,1,633.6991679192433
Simplificada,Caixa Postal,não,PJ,2,3,3,0,768.5084985586324
Simplificada,Caixa Postal,não,PJ,3,5,6,1,578.2340971381773
Simplificada,Caixa Postal,não,PJ,1,2,3,1,451.8712789581582
Simplificada,Caixa Postal,não,PJ,1,3,5,2,494.5607787498639
Simplificada,Caixa Postal,não,PF,3,5,5,0,608.4913309719223
Simplificada,Caixa Postal,não,PJ,3,3,4,1,558.3907284438642
Simplificada,Caixa Postal,não,PF,3,5,6,1,592.9550059248937
Simplificada,Caixa Postal,não,PF,4,7,8,1,460.1023309165977
Simplificada,Caixa Postal,não,PF,3,5,6,1,569.4382918655102
Simplificada,Caixa Postal,não,PF,3,4,5,1,438.50385414184194
Simplificada,Caixa Postal,não,PJ,5,7,8,1,638.2216623937487
Simplificada,Caixa Postal,não,PF,2,5,6,1,675.9698005393852
Simplificada,Caixa Postal,não,PJ,1,1,2,1,701.0213393157471
Simplificada,Caixa Postal,não,PJ,0,1,2,1,548.3526407334108
Simplificada,Caixa Postal,não,PJ,2,4,5,1,736.0748895428793
Simplificada,Caixa Postal,não,PJ,3,4,5,1,498.40468514049485
Simplificada,Caixa Postal,não,PJ,3,5,7,2,534.9846652366177
Simplificada,Caixa Postal,não,PF,2,2,3,1,663.9165831231986
Simplificada,Caixa Postal,não,PF,2,2,3,1,528.7764167463487
Simplificada,Caixa Postal,não,PF,4,4,6,2,645.2449874076959
Simplificada,Caixa Postal,não,PF,1,3,4,1,706.7009748196649
Simplificada,Caixa Postal,não,PF,1,2,2,0,585.9317995097214
Simplificada,Caixa Postal,não,PF,3,4,5,1,890.0325004779444
Simplificada,Caixa Postal,não,PJ,5,6,7,1,602.2761112608257
Simplificada,Caixa Postal,não,PF,3,3,4,1,880.0294754588236
Simplificada,Caixa Postal,não,PF,2,2,3,1,727.7499958087488
Simplificada,Caixa Postal,não,PJ,2,7,9,2,644.1873210197629
Simplificada,Caixa Postal,não,PF,2,5,5,0,577.0177658246982
Simplificada,Caixa Postal,não,PF,2,3,4,1,523.0455774453937
Simplificada,Caixa Postal,não,PJ,1,3,5,2,738.5479101624086
Simplificada,Caixa Postal,não,PJ,0,0,1,1,722.9758174316503
Simplificada,Caixa Postal,não,PF,5,10,11,1,621.5382048515514
Simplificada,Caixa Postal,não,PF,3,5,5,0,639.5799057139047
Simplificada,Caixa Postal,não,PF,2,3,4,1,560.6923706065744
Simplificada,Caixa Postal,não,PJ,2,8,8,0,617.9542457288721
Simplificada,Caixa Postal,não,PJ,3,6,6,0,672.4200978637167
Simplificada,Caixa Postal,não,PF,5,6,7,1,606.0655085440811
Simplificada,Caixa Postal,não,PJ,3,4,5,1,684.4706150414257
Simplificada,Caixa Postal,não,PF,1,3,3,0,798.991598223972
Simplificada,Caixa Postal,não,PF,3,4,5,1,480.62095106935374
Simplificada,Caixa Postal,não,PJ,3,7,8,1,471.08177886224917
Simplificada,Caixa Postal,não,PF,1,1,2,1,433.7352343703472
Simplificada,Caixa Postal,não,PF,0,1,2,1,458.7676662762391
Simplificada,Caixa Postal,não,PF,0,2,3,1,526.2448839909576
Simplificada,Caixa Postal,não,PJ,2,4,5,1,724.5169809926394
Simplificada,Caixa Postal,não,PF,3,4,5,1,477.71187598453133
Simplificada,Caixa Postal,não,PF,0,3,4,1,569.9737992359777
Simplificada,Sem resposta,não,PF,0,0,0,0,707.6999840684582
